formation,X,Y,Z,,,,
13,665000.007812500000000,6547279.406250000000000,-315.854003906250000,,,,
14,666423.968750000000000,6548523.406250000000000,-307.944519042968000,,,,
14,666382.519531250000000,6548558.988281250000000,-307.850280761718000,,,,
14,666447.597656250000000,6548503.125000000000000,-307.998260498046000,,,,
14,666556.070312500000000,6548410.011718750000000,-308.244873046875000,,,,
14,666716.253906250000000,6548272.511718750000000,-308.399993896484000,,,,
14,666952.718750000000000,6548069.531250000000000,-308.628997802734000,,,,
14,666964.960937500000000,6548038.187500000000000,-308.708160400390000,,,,
14,665895.234375000000000,6548977.296875000000000,-306.689178466796000,,,,
14,665674.906250000000000,6549166.425781250000000,-306.069671630859000,,,,
14,665918.796875000000000,6548957.070312500000000,-306.755432128906000,,,,
14,665971.496093750000000,6548911.832031250000000,-306.903625488281000,,,,
14,666128.449218750000000,6548777.093750000000000,-307.464660644531000,,,,
14,666187.945312500000000,6548726.019531250000000,-307.554962158203000,,,,
14,665660.003906250000000,6549179.218750000000000,-306.009613037109000,,,,
14,665425.554687500000000,6549380.472656250000000,-305.064666748046000,,,,
14,665389.960937500000000,6549411.023437500000000,-304.959899902343000,,,,
14,665366.492187500000000,6549431.171875000000000,-304.890777587890000,,,,
14,665255.347656250000000,6549627.808593750000000,-304.237609863281000,,,,
14,665204.234375000000000,6549718.238281250000000,-303.798919677734000,,,,
14,665016.167968750000000,6550050.968750000000000,-302.184844970703000,,,,
14,664999.984375000000000,6550079.578125000000000,-302.046051025390000,,,,
14,670395.742187500000000,6543000.000000000000000,-323.853607177734000,,,,
14,670090.453125000000000,6543266.417968750000000,-323.077026367187000,,,,
14,670063.859375000000000,6543289.628906250000000,-323.009368896484000,,,,
14,669764.726562500000000,6543550.675781250000000,-321.778900146484000,,,,
14,669734.281250000000000,6543577.250000000000000,-321.653686523437000,,,,
14,669695.972656250000000,6543610.679687500000000,-321.496124267578000,,,,
14,669480.726562500000000,6543798.519531250000000,-320.368347167968000,,,,
14,669431.000000000000000,6543841.910156250000000,-319.969238281250000,,,,
14,669186.640625000000000,6544055.152343750000000,-318.007934570312000,,,,
14,669103.000000000000000,6544128.140625000000000,-317.567138671875000,,,,
14,669072.828125000000000,6544154.468750000000000,-317.408081054687000,,,,
14,669057.957031250000000,6544196.707031250000000,-317.499053955078000,,,,
14,668989.503906250000000,6544391.136718750000000,-318.102508544921000,,,,
14,668947.574218750000000,6544510.222656250000000,-318.246337890625000,,,,
14,668879.390625000000000,6544703.878906250000000,-318.480194091796000,,,,
14,668811.210937500000000,6544897.519531250000000,-319.844329833984000,,,,
14,668798.640625000000000,6544933.218750000000000,-320.095764160156000,,,,
14,668685.687500000000000,6545254.003906250000000,-322.355499267578000,,,,
14,668677.425781250000000,6545277.472656250000000,-322.514739990234000,,,,
14,668673.660156250000000,6545288.160156250000000,-322.617767333984000,,,,
14,668672.203125000000000,6545292.300781250000000,-322.641693115234000,,,,
14,668537.140625000000000,6545675.875000000000000,-324.858032226562000,,,,
14,668524.437500000000000,6545711.953125000000000,-325.066497802734000,,,,
14,668376.281250000000000,6545850.273437500000000,-324.227813720703000,,,,
14,668324.589843750000000,6545898.535156250000000,-323.437164306640000,,,,
14,668288.316406250000000,6545932.398437500000000,-322.389587402343000,,,,
14,668218.058593750000000,6545997.988281250000000,-320.360626220703000,,,,
14,668035.437500000000000,6546168.488281250000000,-316.966064453125000,,,,
14,668012.093750000000000,6546190.281250000000000,-316.532196044921000,,,,
14,667945.394531250000000,6546252.550781250000000,-315.292480468750000,,,,
14,667779.566406250000000,6546407.359375000000000,-315.192321777343000,,,,
14,667585.878906250000000,6546588.179687500000000,-315.075317382812000,,,,
14,667538.320312500000000,6546632.578125000000000,-315.118499755859000,,,,
14,667522.988281250000000,6546646.890625000000000,-315.031799316406000,,,,
14,667522.269531250000000,6546647.562500000000000,-315.027740478515000,,,,
14,667499.742187500000000,6546668.593750000000000,-315.028717041015000,,,,
14,667376.066406250000000,6546985.328125000000000,-313.476715087890000,,,,
14,667282.289062500000000,6547225.488281250000000,-312.299957275390000,,,,
14,667238.550781250000000,6547337.507812500000000,-311.784973144531000,,,,
14,667226.226562500000000,6547369.062500000000000,-311.639923095703000,,,,
14,667103.429687500000000,6547683.554687500000000,-310.194000244140000,,,,
14,667017.496093750000000,6547903.640625000000000,-309.182128906250000,,,,
14,667009.308593750000000,6547924.613281250000000,-309.034393310546000,,,,
14,667001.632812500000000,6547944.265625000000000,-308.945404052734000,,,,
